old_path,final_path,status_code,reason
/food-culture/dishes/qorma-e-gosht/,,404,"UNMAPPED zip1 food/dishes/qorma-e-gosht.md — no flat slug in repo (flag)"
/food-culture/dishes/qorma-e-sabzi/,,404,"UNMAPPED zip1 food/dishes/qorma-e-sabzi.md — no flat slug in repo (flag)"
/food-culture/dishes/sambosa-pastry/,/food-culture/sambosa-pastry/,301,"mapped from zip1 food/dishes/sambosa-pastry.md"
/food-culture/dishes/samosa/,/food-culture/sambosa-pastry/,301,"mapped from zip1 food/dishes/samosa.md (alias samosa→sambosa-pastry)"
/food-culture/dishes/sheermal-bread/,/food-culture/sheermal-bread/,301,"mapped from zip1 food/dishes/sheermal-bread.md"
/food-culture/dishes/shola-e-ghorbandi/,,404,"UNMAPPED zip1 food/dishes/shola-e-ghorbandi.md — no flat slug in repo (flag)"
/food-culture/dishes/shola/,,404,"UNMAPPED zip1 food/dishes/shola.md — no flat slug in repo (flag)"
/food-culture/dishes/shorwa-soup/,/food-culture/shorwa-soup/,301,"mapped from zip1 food/dishes/shorwa-soup.md"
/food-culture/dried-fruits/badghis-pistachios/,,404,"UNMAPPED zip1 food/dried-fruits/badghis-pistachios.md — no flat slug in repo (flag)"
/food-culture/dried-fruits/balkh-almonds/,/food-culture/balkh-almonds/,301,"mapped from zip1 food/dried-fruits/balkh-almonds.md"
/food-culture/dried-fruits/dried-fruits/,/food-culture/afghan-dried-fruits/,301,"mapped from zip1 food/dried-fruits/dried-fruits.md (alias dried-fruits→afghan-dried-fruits)"
/food-culture/dried-fruits/farah-date-palms/,,404,"UNMAPPED zip1 food/dried-fruits/farah-date-palms.md — no flat slug in repo (flag)"
/food-culture/dried-fruits/herat-raisins/,/food-culture/herat-raisins/,301,"mapped from zip1 food/dried-fruits/herat-raisins.md"
/food-culture/dried-fruits/herat-saffron/,/food-culture/herat-saffron/,301,"mapped from zip1 food/dried-fruits/herat-saffron.md"
/food-culture/dried-fruits/paktia-pine-nuts/,,404,"UNMAPPED zip1 food/dried-fruits/paktia-pine-nuts.md — no flat slug in repo (flag)"
/food-culture/dried-fruits/panjshir-walnuts/,/food-culture/panjshir-walnuts/,301,"mapped from zip1 food/dried-fruits/panjshir-walnuts.md"
/food-culture/dried-fruits/samangan-pistachios/,/food-culture/samangan-pistachios/,301,"mapped from zip1 food/dried-fruits/samangan-pistachios.md"
/food-culture/drinks/dogh/,/food-culture/doogh-yogurt-drink/,301,"mapped from zip1 food/drinks/dogh.md (alias dogh→doogh-yogurt-drink)"
/food-culture/drinks/green-tea/,/food-culture/afghan-green-tea/,301,"mapped from zip1 food/drinks/green-tea.md (alias green-tea→afghan-green-tea)"
/food-culture/drinks/saffron-tea-houses-of-herat/,/food-culture/saffron-tea/,301,"mapped from zip1 food/drinks/saffron-tea-houses-of-herat.md (alias saffron-tea-houses-of-herat→saffron-tea)"
/food-culture/drinks/saffron-tea/,/food-culture/saffron-tea/,301,"mapped from zip1 food/drinks/saffron-tea.md"
/food-culture/drinks/sheer-chai/,,404,"UNMAPPED zip1 food/drinks/sheer-chai.md — no flat slug in repo (flag)"
/food-culture/drinks/shor-chai-of-badakhshan/,,404,"UNMAPPED zip1 food/drinks/shor-chai-of-badakhshan.md — no flat slug in repo (flag)"
/food-culture/produce/balkh-melon/,/food-culture/balkh-melon/,301,"mapped from zip1 food/produce/balkh-melon.md"
/food-culture/produce/bamyan-potatoes/,/food-culture/bamyan-potatoes/,301,"mapped from zip1 food/produce/bamyan-potatoes.md"
/food-culture/produce/central-valley-mulberries/,,404,"UNMAPPED zip1 food/produce/central-valley-mulberries.md — no flat slug in repo (flag)"
/food-culture/produce/farah-watermelon/,/food-culture/farah-watermelon/,301,"mapped from zip1 food/produce/farah-watermelon.md"
/food-culture/produce/jalalabad-sugarcane/,,404,"UNMAPPED zip1 food/produce/jalalabad-sugarcane.md — no flat slug in repo (flag)"
/food-culture/produce/kandahar-grapes/,,404,"UNMAPPED zip1 food/produce/kandahar-grapes.md — no flat slug in repo (flag)"
/food-culture/produce/kandahar-pomegranate/,/food-culture/kandahar-pomegranate/,301,"mapped from zip1 food/produce/kandahar-pomegranate.md"
/food-culture/produce/kandahar-pomegranates/,/food-culture/kandahar-pomegranate/,301,"mapped from zip1 food/produce/kandahar-pomegranates.md (alias kandahar-pomegranates→kandahar-pomegranate)"
/food-culture/produce/kunduz-melon/,/food-culture/kunduz-melon/,301,"mapped from zip1 food/produce/kunduz-melon.md"
/food-culture/produce/logar-orchard-gardens/,,404,"UNMAPPED zip1 food/produce/logar-orchard-gardens.md — no flat slug in repo (flag)"
/food-culture/produce/qurut-markets-of-bamyan/,,404,"UNMAPPED zip1 food/produce/qurut-markets-of-bamyan.md — no flat slug in repo (flag)"
/food-culture/produce/wardak-apples/,/food-culture/wardak-red-apples/,301,"mapped from zip1 food/produce/wardak-apples.md (alias wardak-apples→wardak-red-apples)"
/cultural-experiences/,/food-culture/#cultural-experiences,200,"Canonical Explore path prefers Food & Culture strip; cultural-experiences routes remain 200 — nav no longer duplicates"
/maps/,/regions/,301,"Regional Map removed from nav if present; maps assets remain under /assets/maps/"
/getting-around.html,/transportation/,301,"Legacy flat HTML alias → transportation"
/contact.html,/contact/,301,"Legacy flat HTML contact"
/privacy.html,/privacy/,301,"Legacy flat HTML privacy"
/terms.html,/terms/,301,"Legacy flat HTML terms"
